Session_Duration (hours),Calories_Burned,Water_Intake (liters),Experience_Level,Calories_Class,interaction
1.31,1724.88,2.57,1.97,1,2.5807
1.83,2616.9,3.49,3.0,1,5.49
1.86,1937.38,3.52,3.02,1,5.6172
1.84,1918.02,3.5,3.03,1,5.5752
1.75,1822.8,3.51,3.02,1,5.285
0.99,1305.71,1.51,1.99,1,1.9701
0.9,594.0,2.5,1.0,1,0.9
1.47,1943.63,3.2,2.02,1,2.9694
1.04,1029.6,1.61,1.0,1,1.04
1.29,928.8,1.91,2.0,1,2.58
1.31,863.81,3.4,1.0,1,1.31
1.09,1438.8,2.29,2.0,1,2.18
0.92,608.3,2.61,1.02,1,0.9384
1.98,1543.21,3.49,2.99,1,5.9202
1.8,1405.08,3.51,3.01,1,5.418
1.07,1028.06,2.3,2.01,1,2.1507
1.81,2590.29,3.52,3.01,1,5.4481
1.31,942.41,2.0,1.99,1,2.6069
1.37,1358.77,2.22,1.02,1,1.3974000000000002
0.81,981.88,2.3,1.02,1,0.8262
1.2,1185.84,2.49,1.0,1,1.2
1.35,1335.28,2.2,1.0,1,1.35
1.44,1902.38,3.58,2.01,1,2.8943999999999996
1.42,1403.24,3.5,1.0,1,1.42
1.14,821.48,2.11,2.01,1,2.2913999999999994
1.19,1175.96,2.52,1.0,1,1.19
1.37,1479.6,2.11,2.0,1,2.74
1.17,1545.69,2.09,2.01,1,2.3516999999999997
1.21,869.75,2.3,1.98,1,2.3958
1.26,1663.2,1.81,2.0,1,2.52
1.13,812.92,2.41,1.99,1,2.2487
1.48,1595.74,1.51,1.98,1,2.9304
0.74,733.27,1.78,1.01,1,0.7474
1.37,986.4,2.5,2.0,1,2.74
1.24,1497.67,1.59,1.0,1,1.24
0.6,527.52,2.38,1.0,1,0.6
0.68,599.49,3.21,1.02,1,0.6936000000000001
0.82,811.06,2.18,1.0,1,0.82
1.4,1234.24,2.2,1.02,1,1.428
1.24,892.8,3.32,2.0,1,2.48
1.43,1730.3,1.61,1.0,1,1.43
1.36,979.2,2.31,2.0,1,2.72
1.03,1246.3,2.9,1.0,1,1.03
0.83,820.95,2.9,1.0,1,0.83
0.91,799.34,2.4,1.0,1,0.91
1.03,1114.25,3.68,2.02,1,2.0806
1.75,1367.1,3.48,3.02,1,5.285
0.92,809.6,3.31,1.0,1,0.92
0.82,990.4,2.99,1.0,1,0.82
1.51,1768.06,3.5,3.01,1,4.5451
1.88,2194.52,2.7,2.97,1,5.5836
1.28,1231.87,3.28,2.03,1,2.5984
1.17,1030.54,3.72,1.01,1,1.1817
1.29,928.03,2.29,1.99,1,2.5671
0.87,766.99,3.03,1.02,1,0.8874
1.02,734.4,2.41,2.0,1,2.04
1.18,1168.2,3.4,1.0,1,1.18
0.83,548.8,2.29,1.02,1,0.8466
0.89,880.3,3.5,1.0,1,0.89
1.27,1677.8,2.31,2.01,1,2.5526999999999997
1.51,1332.42,2.82,1.03,1,1.5553000000000001
1.38,909.14,2.11,1.0,1,1.38
0.52,629.77,2.4,1.01,1,0.5252
0.73,722.7,1.48,1.0,1,0.73
1.15,1139.54,2.11,1.01,1,1.1615
1.23,811.8,1.78,1.0,1,1.23
1.41,1861.2,2.41,2.0,1,2.82
0.84,832.36,3.6,1.01,1,0.8483999999999999
1.25,1518.0,2.1,1.04,1,1.3
1.3,855.66,3.19,1.0,1,1.3
1.1,1452.0,1.7,2.0,1,2.2
1.14,1095.31,3.68,2.01,1,2.2913999999999994
1.13,1492.84,3.1,2.01,1,2.2712999999999997
0.76,919.6,2.09,1.0,1,0.76
1.04,1122.26,2.22,1.99,1,2.0696
1.15,1136.43,1.69,1.0,1,1.15
1.71,2450.94,2.68,3.03,1,5.181299999999999
1.29,1562.32,2.3,1.01,1,1.3029
1.39,1220.98,3.0,1.0,1,1.39
1.97,1538.96,2.71,3.02,1,5.9494
1.6,2288.0,2.71,3.0,1,4.800000000000001
0.71,859.1,2.99,1.0,1,0.71
0.66,798.6,2.29,1.0,1,0.66
0.96,1161.6,1.61,1.0,1,0.96
1.14,1093.49,3.02,1.99,1,2.2685999999999997
1.14,1229.15,1.79,1.98,1,2.2571999999999997
0.6,395.64,2.2,1.0,1,0.6
1.07,1411.22,1.7,1.99,1,2.1293
1.55,2214.8,3.5,2.99,1,4.6345
1.61,1674.4,3.48,3.0,1,4.83
1.23,885.6,2.3,2.0,1,2.46
1.37,985.58,1.8,1.99,1,2.7263
1.29,1134.17,2.32,1.0,1,1.29
0.97,961.17,1.9,1.01,1,0.9797
0.68,449.21,2.59,1.01,1,0.6868000000000001
1.08,711.5,2.0,1.0,1,1.08
1.09,1318.9,3.4,1.0,1,1.09
1.36,1793.7,2.29,1.99,1,2.7064000000000004
1.25,1099.0,2.5,1.0,1,1.25
1.08,1067.26,3.39,1.0,1,1.08
0.55,484.0,2.17,1.0,1,0.55
1.5,1618.65,2.8,1.99,1,2.985
1.1,1328.58,2.0,1.0,1,1.1
1.5,1614.6,2.31,1.96,1,2.94
1.24,1188.42,2.72,1.98,1,2.4552
1.2,1296.0,2.0,2.0,1,2.4
1.39,1684.96,3.39,1.02,1,1.4178
1.24,1227.6,1.58,1.0,1,1.24
1.1,1188.99,2.4,2.01,1,2.211
1.24,1338.08,3.21,1.99,1,2.4676
1.25,1350.0,3.12,2.0,1,2.5
1.35,1459.22,3.59,2.01,1,2.7135
1.05,924.0,2.69,1.0,1,1.05
1.14,1232.23,1.7,2.01,1,2.2913999999999994
0.89,587.4,3.52,1.0,1,0.89
1.45,1435.5,2.29,1.0,1,1.45
1.75,1818.6,3.5,2.99,1,5.2325
1.41,1015.2,3.4,2.0,1,2.82
1.08,712.8,1.67,1.0,1,1.08
1.3,1285.83,2.4,1.0,1,1.3
1.39,1502.45,2.51,2.01,1,2.7938999999999994
1.48,1301.22,2.71,1.0,1,1.48
1.56,2230.8,3.48,3.0,1,4.68
1.44,949.54,3.2,1.0,1,1.44
1.32,872.78,2.5,1.02,1,1.3464
1.41,1016.89,2.22,2.02,1,2.8482
1.26,1110.82,2.4,1.02,1,1.2852000000000001
1.48,1423.17,2.82,2.02,1,2.9896
1.49,1806.18,3.09,1.02,1,1.5198
0.92,1114.21,2.69,1.01,1,0.9292
1.27,1677.8,1.79,2.01,1,2.5526999999999997
1.27,1370.46,1.8,1.99,1,2.5273
1.45,1392.0,1.6,2.0,1,2.9
0.66,580.27,2.11,1.0,1,0.66
1.24,1091.2,2.09,1.0,1,1.24
1.75,2506.35,3.51,3.02,1,5.285
0.97,1171.57,2.01,1.0,1,0.97
1.13,812.92,2.21,1.99,1,2.2487
0.52,458.02,1.71,1.01,1,0.5252
1.21,1597.2,3.02,2.0,1,2.42
1.71,2445.3,3.48,3.0,1,5.13
1.29,1277.1,2.69,1.0,1,1.29
1.06,934.5,1.91,1.02,1,1.0812000000000002
1.38,993.6,1.88,2.0,1,2.76
1.3,1285.83,3.41,1.0,1,1.3
1.51,2160.96,3.52,3.01,1,4.5451
1.17,1264.65,1.88,2.01,1,2.3516999999999997
1.54,1803.19,3.49,3.01,1,4.6354
1.85,1441.89,3.51,2.99,1,5.5315
1.04,1371.66,2.39,1.99,1,2.0696
1.51,1177.8,3.5,3.0,1,4.53
1.33,1170.4,2.91,1.0,1,1.33
1.1,791.34,2.41,1.99,1,2.189
0.88,773.7,3.02,1.0,1,0.88
1.25,1512.5,3.11,1.0,1,1.25
1.02,732.56,2.11,1.97,1,2.0094
1.35,1780.52,1.6,1.99,1,2.6865
1.26,1363.07,1.8,2.02,1,2.5452
1.31,944.77,3.2,2.02,1,2.6462000000000003
1.51,1328.8,2.79,1.0,1,1.51
1.14,1093.49,3.4,1.99,1,2.2685999999999997
1.3,1575.86,3.21,1.02,1,1.326
0.81,534.6,2.89,1.0,1,0.81
1.36,980.83,1.8,2.02,1,2.7472000000000003
1.29,1278.26,2.18,1.01,1,1.3029
1.46,1764.99,3.51,1.0,1,1.46
1.67,1952.4,3.52,2.99,1,4.9933000000000005
0.82,992.2,1.99,1.0,1,0.82
1.06,764.47,3.5,2.02,1,2.1412
1.32,1426.79,2.78,2.01,1,2.6532
1.14,1504.8,2.49,2.0,1,2.28
1.83,1903.2,2.7,3.0,1,5.49
0.7,462.0,3.01,1.0,1,0.7
1.22,1073.6,2.2,1.0,1,1.22
1.09,1316.5,2.08,1.0,1,1.09
1.68,2404.25,2.72,3.01,1,5.056799999999999
1.32,873.58,3.12,1.03,1,1.3596000000000001
1.49,1428.02,1.81,1.98,1,2.9502
1.72,1788.8,2.71,3.0,1,5.16
1.01,1335.42,1.69,2.02,1,2.0402
1.38,1216.61,2.29,1.02,1,1.4076
1.02,671.98,2.2,1.0,1,1.02
1.12,739.2,2.09,1.0,1,1.12
1.29,1237.37,1.88,1.99,1,2.5671
1.27,1216.15,2.27,1.97,1,2.5019
1.68,1967.11,3.5,3.01,1,5.056799999999999
1.09,720.71,3.41,1.02,1,1.1118000000000001
1.44,1553.9,3.59,1.99,1,2.8655999999999997
0.76,668.8,2.6,1.0,1,0.76
1.33,1757.06,2.11,2.01,1,2.6733
0.6,725.34,2.09,1.0,1,0.6
0.68,449.62,2.29,1.02,1,0.6936000000000001
0.58,510.4,2.9,1.0,1,0.58
1.35,1634.98,2.21,1.01,1,1.3635000000000002
1.68,1744.51,2.69,2.98,1,5.0064
1.13,812.24,2.5,1.98,1,2.2373999999999996
1.35,1297.08,2.11,2.01,1,2.7135
1.61,2309.38,3.51,3.04,1,4.8944
1.17,842.4,2.1,2.0,1,2.34
1.12,1106.78,3.1,1.0,1,1.12
1.22,1474.86,2.4,1.0,1,1.22
1.68,2402.4,3.51,3.0,1,5.04
1.59,1241.15,3.5,3.01,1,4.7859
1.17,1159.35,3.7,1.01,1,1.1817
1.46,1928.81,1.91,2.01,1,2.9345999999999997
1.03,1363.0,2.59,2.03,1,2.0909
1.85,1439.67,2.68,2.97,1,5.4945
1.21,1304.62,2.78,1.98,1,2.3958
2.01,1564.18,3.48,2.97,1,5.9697
1.02,735.62,3.31,2.02,1,2.0604
1.25,1201.0,2.1,2.01,1,2.5124999999999997
1.93,2759.9,2.7,3.0,1,5.79
0.8,526.56,2.3,1.0,1,0.8
1.36,1304.51,3.09,1.99,1,2.7064000000000004
1.01,967.98,2.9,1.98,1,1.9998
1.02,980.02,2.39,2.01,1,2.0502
1.72,1788.8,3.51,3.0,1,5.16
1.28,920.06,2.6,1.98,1,2.5344
1.14,819.43,3.01,1.98,1,2.2571999999999997
1.01,724.78,1.51,1.96,1,1.9796
1.14,1001.38,3.09,1.0,1,1.14
1.1,727.32,2.01,1.02,1,1.122
1.3,935.22,2.12,1.99,1,2.587
1.17,1156.19,2.42,1.0,1,1.17
1.21,798.6,2.18,1.0,1,1.21
1.79,1861.6,3.51,3.0,1,5.37
1.37,1482.07,1.79,2.02,1,2.7674000000000003
0.75,495.0,2.07,1.0,1,0.75
1.77,2531.1,2.68,3.0,1,5.3100000000000005
0.5,330.3,1.6,1.01,1,0.505
0.68,449.62,3.18,1.02,1,0.6936000000000001
1.78,2549.32,3.5,3.02,1,5.3756
1.4,1232.0,3.01,1.0,1,1.4
1.33,1278.93,2.91,2.02,1,2.6866000000000003
1.47,1940.4,1.51,2.0,1,2.94
1.4,1008.0,2.6,2.0,1,2.8
0.78,941.23,2.9,1.0,1,0.78
1.31,1724.88,2.98,1.97,1,2.5807
1.15,1514.21,1.51,1.97,1,2.2655
0.71,469.03,2.1,1.01,1,0.7171
0.72,634.18,2.69,1.01,1,0.7272
1.93,2007.2,3.49,3.0,1,5.79
1.32,1745.3,2.8,2.02,1,2.6664000000000003
0.51,615.98,1.79,1.0,1,0.51
1.85,1925.48,3.5,3.01,1,5.5685
1.31,1258.65,3.1,2.01,1,2.6330999999999998
0.67,589.6,2.71,1.0,1,0.67
0.69,455.4,1.89,1.0,1,0.69
0.55,666.71,3.22,1.02,1,0.561
1.88,2201.29,3.52,3.01,1,5.658799999999999
1.83,1428.5,2.7,3.01,1,5.5083
1.15,1240.97,3.4,1.99,1,2.2885
1.25,1200.0,2.01,2.0,1,2.5
1.26,1663.2,2.49,2.0,1,2.52
0.58,382.1,2.7,1.0,1,0.58
1.18,1039.34,2.88,1.01,1,1.1918
1.6,1248.0,2.71,3.0,1,4.800000000000001
0.82,812.54,2.0,1.01,1,0.8281999999999999
1.36,980.83,3.32,2.02,1,2.7472000000000003
1.0,1318.9,1.5,1.99,1,1.99
1.44,1900.8,3.6,2.0,1,2.88
1.14,1502.29,2.21,1.98,1,2.2571999999999997
1.42,1536.16,2.4,2.02,1,2.8684
1.15,1243.04,1.82,2.01,1,2.3114999999999997
1.4,1512.0,2.22,2.0,1,2.8
1.04,747.55,2.39,1.98,1,2.0592
0.53,465.55,2.9,1.0,1,0.53
0.94,1136.37,2.01,1.0,1,0.94
1.67,1304.6,3.5,3.02,1,5.0434
1.25,1199.0,2.1,1.99,1,2.4875
0.56,676.98,1.79,1.0,1,0.56
0.88,1064.8,2.99,1.0,1,0.88
0.84,1016.4,2.89,1.0,1,0.84
1.08,1166.4,2.3,2.0,1,2.16
1.87,2678.21,3.5,3.02,1,5.6474
0.55,363.33,1.68,1.01,1,0.5555000000000001
1.31,1299.26,3.0,1.02,1,1.3362
1.21,1160.63,1.91,1.99,1,2.4078999999999997
1.11,976.8,2.12,1.0,1,1.11
1.55,1610.76,2.69,2.99,1,4.6345
1.4,923.16,2.5,1.0,1,1.4
1.1,1054.24,2.49,1.98,1,2.178
1.31,1414.8,2.99,2.0,1,2.62
1.46,1445.4,2.6,1.0,1,1.46
1.08,778.25,1.48,2.01,1,2.1708
1.03,740.36,2.32,1.98,1,2.0394
0.8,971.52,2.22,1.04,1,0.8320000000000001
1.8,2570.04,3.51,2.98,1,5.364
1.43,1887.6,3.6,2.0,1,2.86
0.52,629.77,3.11,1.01,1,0.5252
0.83,1004.3,2.31,1.0,1,0.83
1.87,1944.8,3.49,3.0,1,5.61
1.82,2602.6,2.72,3.0,1,5.46
1.51,1823.78,1.5,1.0,1,1.51
0.5,330.0,1.8,1.0,1,0.5
1.1,1056.0,2.31,2.0,1,2.2
1.89,2702.7,3.49,3.0,1,5.67
1.13,1120.73,2.62,1.02,1,1.1525999999999998
1.37,1808.4,2.99,2.0,1,2.74
1.4,924.84,2.53,1.01,1,1.414
1.75,1820.0,3.5,3.0,1,5.25
1.36,1347.62,3.59,1.01,1,1.3736000000000002
1.08,1423.22,2.9,1.98,1,2.1384000000000003
1.93,2258.1,2.72,3.0,1,5.79
0.9,891.0,2.52,1.0,1,0.9
1.37,1204.5,2.17,1.0,1,1.37
1.41,1397.17,3.0,1.01,1,1.4241
1.2,1151.04,2.82,1.99,1,2.388
1.91,1989.46,3.5,3.02,1,5.7682
1.22,1172.18,3.11,2.01,1,2.4521999999999995
1.17,1546.97,3.32,2.02,1,2.3634
1.86,2176.2,2.7,3.0,1,5.58
0.63,762.99,2.82,1.01,1,0.6363
1.03,1019.7,2.61,1.0,1,1.03
1.15,1392.76,2.1,1.01,1,1.1615
1.48,1597.07,2.7,1.99,1,2.9452
1.03,987.15,1.99,1.98,1,2.0394
1.37,1662.22,2.11,1.03,1,1.4111000000000002
1.22,1609.06,2.32,1.99,1,2.4278
1.83,2136.16,3.48,2.97,1,5.4351
1.76,1830.4,3.49,3.0,1,5.28
1.38,1368.68,1.9,1.02,1,1.4076
0.66,436.0,3.09,1.01,1,0.6666000000000001
0.81,979.21,3.71,1.0,1,0.81
1.28,1378.94,3.51,1.97,1,2.5216
1.68,1967.11,2.71,3.01,1,5.056799999999999
1.9,2224.71,3.51,3.01,1,5.718999999999999
1.49,1431.59,3.41,2.01,1,2.9948999999999995
0.96,1162.66,1.59,1.01,1,0.9696
1.47,1453.98,1.8,1.0,1,1.47
0.54,653.99,3.09,1.01,1,0.5454
0.64,564.22,2.41,1.02,1,0.6528
1.0,958.4,2.3,1.98,1,1.98
1.41,1709.2,2.31,1.02,1,1.4382
0.66,653.99,3.21,1.01,1,0.6666000000000001
1.01,1222.1,2.71,1.0,1,1.01
1.5,1321.2,1.81,1.01,1,1.5150000000000001
0.61,602.8,3.7,1.0,1,0.61
1.41,1354.73,2.59,2.01,1,2.8340999999999994
1.28,1692.42,2.5,2.02,1,2.5856
1.19,1048.15,1.59,1.01,1,1.2019
1.58,1850.02,2.69,3.01,1,4.7558
1.23,884.86,2.1,1.99,1,2.4476999999999998
0.91,600.6,2.41,1.0,1,0.91
1.48,1421.98,2.0,2.01,1,2.9747999999999997
1.35,1190.16,3.18,1.02,1,1.3770000000000002
1.49,1426.82,3.4,1.97,1,2.9353
0.85,748.0,2.89,1.0,1,0.85
0.83,548.8,2.28,1.02,1,0.8466
1.57,1226.48,2.69,3.02,1,4.7414000000000005
2.01,2349.89,3.51,2.99,1,6.0099
1.16,1251.76,3.11,1.99,1,2.3084
1.41,1013.51,3.49,1.98,1,2.7918
1.32,1266.14,3.31,1.99,1,2.6268000000000002
1.38,1486.67,3.11,1.97,1,2.7186
1.54,1203.05,2.69,3.02,1,4.6508
1.88,2202.98,2.72,3.02,1,5.6776
1.25,1102.0,2.49,1.02,1,1.275
1.31,1413.62,2.0,1.99,1,2.6069
1.31,1413.62,3.61,1.99,1,2.6069
1.36,1798.19,2.22,2.02,1,2.7472000000000003
1.47,1412.38,2.68,2.01,1,2.9546999999999994
1.41,1016.05,3.5,2.01,1,2.8340999999999994
0.67,661.49,3.3,1.0,1,0.67
1.1,1052.48,3.3,1.96,1,2.156
1.32,1423.22,2.61,1.98,1,2.6136
1.33,1435.2,2.11,1.99,1,2.6467
1.08,1305.61,3.37,1.0,1,1.08
0.68,675.04,2.29,1.03,1,0.7004
1.86,1931.42,3.5,2.98,1,5.542800000000001
1.23,1180.8,2.11,2.0,1,2.46
1.04,999.23,1.99,2.01,1,2.0904
1.25,825.0,3.11,1.0,1,1.25
0.61,403.33,2.6,1.02,1,0.6222
1.4,1851.08,2.6,2.02,1,2.828
1.03,1114.25,2.01,2.02,1,2.0806
1.29,928.8,1.91,2.0,1,2.58
0.93,919.86,2.17,1.0,1,0.93
1.82,2602.6,3.5,3.0,1,5.46
1.65,2357.68,2.69,2.99,1,4.9335
0.69,455.81,2.28,1.01,1,0.6969
1.39,1223.2,3.4,1.0,1,1.39
1.42,1024.96,2.3,2.03,1,2.8825999999999996
1.14,1378.15,3.49,1.0,1,1.14
0.61,738.77,3.7,1.01,1,0.6161
1.67,1306.61,2.7,3.04,1,5.0767999999999995
1.2,1294.92,2.41,1.99,1,2.388
1.21,1306.8,2.99,2.0,1,2.42
1.67,2386.26,2.68,2.99,1,4.9933000000000005
1.34,882.79,2.21,1.0,1,1.34
1.48,1421.98,1.99,2.01,1,2.9747999999999997
1.43,1544.4,1.79,2.0,1,2.86
0.79,955.9,2.12,1.0,1,0.79
0.7,692.37,2.51,1.0,1,0.7
1.26,1523.21,3.71,1.0,1,1.26
1.74,1356.16,3.51,2.99,1,5.2026
1.41,928.91,2.19,1.0,1,1.41
1.66,1943.69,2.71,3.01,1,4.996599999999999
1.38,1491.64,3.4,2.01,1,2.7737999999999996
1.41,1352.47,2.29,1.99,1,2.8059
1.29,852.95,2.4,1.02,1,1.3158
1.79,2095.91,2.67,3.01,1,5.3879
1.2,1152.0,2.41,2.0,1,2.4
0.89,881.1,2.61,1.0,1,0.89
0.99,980.99,2.4,1.01,1,0.9999
0.59,518.26,2.41,1.0,1,0.59
0.77,509.12,3.6,1.02,1,0.7854
0.83,1004.3,1.99,1.0,1,0.83
1.0,880.8,3.58,1.01,1,1.01
1.26,1211.62,3.02,2.02,1,2.5452
1.4,1229.76,1.71,1.0,1,1.4
1.3,1146.08,2.18,1.02,1,1.326
1.16,1402.32,2.49,1.0,1,1.16
1.28,1689.6,2.6,2.0,1,2.56
1.69,1984.9,3.49,3.05,1,5.1545
1.65,1929.02,3.5,2.99,1,4.9335
1.3,1287.0,2.2,1.0,1,1.3
1.42,1403.24,1.99,1.0,1,1.42
1.38,1490.4,1.81,2.0,1,2.76
1.2,1056.96,2.51,1.01,1,1.212
1.81,2117.7,3.5,3.0,1,5.43
1.26,1664.59,3.11,2.01,1,2.5326
1.44,1745.57,2.4,1.02,1,1.4687999999999999
1.48,1602.4,2.3,2.03,1,3.0043999999999995
1.71,1779.77,3.51,3.01,1,5.147099999999999
1.61,2304.07,3.51,3.01,1,4.8461
0.56,492.35,1.99,1.0,1,0.56
1.13,745.12,3.1,1.0,1,1.13
1.67,1958.41,3.51,3.03,1,5.060099999999999
1.59,1242.11,3.5,3.02,1,4.8018
1.45,1388.52,1.9,1.97,1,2.8565
1.4,1344.0,2.2,2.0,1,2.8
1.41,1353.6,2.32,2.0,1,2.82
1.2,862.56,1.99,1.98,1,2.376
1.43,1371.66,2.4,1.99,1,2.8457
1.24,892.8,2.69,2.0,1,2.48
1.22,1318.7,3.1,2.01,1,2.4521999999999995
1.07,706.2,3.2,1.0,1,1.07
1.37,1313.01,2.1,1.98,1,2.7126
1.4,1848.0,3.52,2.0,1,2.8
1.56,1828.01,3.47,3.02,1,4.7112
0.85,747.32,1.72,1.0,1,0.85
1.04,999.23,2.49,2.01,1,2.0904
1.19,857.51,2.43,2.01,1,2.3918999999999997
1.24,1341.43,2.69,2.02,1,2.5048
1.3,1714.57,2.02,1.99,1,2.587
1.07,1058.34,2.5,1.0,1,1.07
1.44,1556.5,3.4,2.01,1,2.8943999999999996
1.37,1353.83,2.09,1.0,1,1.37
0.82,541.69,2.5,1.01,1,0.8281999999999999
1.18,848.18,2.32,1.98,1,2.3364
1.35,1780.52,3.69,1.99,1,2.6865
0.8,970.64,2.29,1.03,1,0.8240000000000001
0.86,567.6,1.92,1.0,1,0.86
1.39,1225.42,1.49,1.02,1,1.4178
1.33,1758.53,2.32,2.02,1,2.6866000000000003
1.02,734.4,2.92,2.0,1,2.04
1.4,1008.0,3.29,2.0,1,2.8
0.91,801.53,3.51,1.01,1,0.9191
1.27,1536.7,3.37,1.0,1,1.27
1.42,1533.6,2.6,2.0,1,2.84
1.67,1302.6,2.68,3.0,1,5.01
1.26,1661.81,2.08,1.99,1,2.5074
1.58,1230.5,3.51,2.98,1,4.7084
1.72,1788.8,3.49,3.0,1,5.16
1.0,1315.6,2.18,1.96,1,1.96
0.99,1196.81,2.59,1.0,1,0.99
1.95,2279.74,3.49,2.99,1,5.830500000000001
1.05,1386.0,2.49,2.0,1,2.1
1.71,1779.77,3.48,3.01,1,5.147099999999999
1.01,1333.2,2.19,2.0,1,2.02
0.69,455.4,2.59,1.0,1,0.69
1.12,1107.79,1.79,1.0,1,1.12
1.3,936.0,3.09,2.0,1,2.6
0.73,642.98,3.49,1.01,1,0.7373
1.84,2633.22,2.69,3.01,1,5.5384
1.12,805.73,1.78,1.99,1,2.2288
0.92,608.3,1.7,1.02,1,0.9384
1.38,909.97,1.7,1.0,1,1.38
1.3,1404.0,2.58,2.0,1,2.6
0.84,554.4,2.4,1.0,1,0.84
1.04,749.42,2.4,2.01,1,2.0904
1.02,979.2,2.41,2.0,1,2.04
1.78,1391.6,3.5,3.03,1,5.3934
1.34,1288.54,2.28,2.02,1,2.7068000000000003
1.44,1038.53,1.69,2.02,1,2.9088
0.86,1041.55,2.3,1.01,1,0.8686
1.47,1455.3,2.41,1.0,1,1.47
0.53,640.72,2.89,1.0,1,0.53
1.13,1220.4,2.5,2.0,1,2.26
1.54,1803.19,3.51,3.01,1,4.6354
1.55,1610.76,3.46,2.99,1,4.6345
1.36,896.78,2.17,1.0,1,1.36
1.46,1766.6,2.1,1.0,1,1.46
0.9,790.56,2.1,1.0,1,0.9
1.76,1371.74,2.68,2.99,1,5.2624
1.83,1904.66,2.69,3.01,1,5.5083
1.11,733.27,2.21,1.01,1,1.1211000000000002
1.53,1791.48,3.51,3.01,1,4.6053
1.16,1252.8,1.88,2.0,1,2.32
1.19,1283.06,2.39,1.98,1,2.3562
1.51,2157.64,3.51,2.99,1,4.5149
1.28,843.26,2.01,1.0,1,1.28
1.06,1144.8,3.5,2.0,1,2.12
1.88,1955.2,3.49,3.0,1,5.64
1.34,1619.93,1.8,1.0,1,1.34
1.3,1145.04,2.4,1.01,1,1.3130000000000002
1.42,1362.06,3.61,1.99,1,2.8257999999999996
1.49,1074.59,3.39,2.02,1,3.0098
1.98,1544.4,2.71,3.0,1,5.9399999999999995
1.11,1197.8,2.5,1.99,1,2.2089000000000003
0.83,1005.21,2.31,1.01,1,0.8382999999999999
1.44,1034.21,2.09,1.97,1,2.8367999999999998
1.59,1652.33,3.51,2.99,1,4.7541
1.03,986.33,2.41,1.97,1,2.0291
1.2,862.56,2.57,1.98,1,2.376
1.34,1770.27,2.33,2.01,1,2.6934
1.24,1497.67,2.0,1.0,1,1.24
1.41,1522.8,2.62,2.0,1,2.82
1.08,777.6,1.69,2.0,1,2.16
1.13,1218.37,2.8,1.98,1,2.2373999999999996
1.38,1671.32,2.21,1.01,1,1.3938
1.38,909.97,2.0,1.0,1,1.38
1.28,1228.8,3.52,2.0,1,2.56
1.57,1835.49,2.7,2.99,1,4.6943
0.94,824.19,1.69,1.0,1,0.94
1.31,863.81,3.41,1.0,1,1.31
1.16,835.9,2.39,2.01,1,2.3315999999999995
1.25,1351.12,2.0,2.01,1,2.5124999999999997
1.81,2584.32,3.48,2.98,1,5.3938
1.27,913.64,2.21,1.99,1,2.5273
0.67,810.7,2.3,1.0,1,0.67
1.07,706.84,1.89,1.01,1,1.0807
1.03,1244.03,2.6,1.0,1,1.03
0.76,668.8,2.92,1.0,1,0.76
0.77,931.7,3.11,1.0,1,0.77
1.58,1233.35,3.51,3.01,1,4.7558
1.21,1595.87,2.1,1.99,1,2.4078999999999997
1.37,1809.91,2.12,2.01,1,2.7537
1.08,1035.94,2.09,1.99,1,2.1492
1.36,1467.58,3.6,1.99,1,2.7064000000000004
1.47,970.2,3.12,1.0,1,1.47
1.25,825.75,2.91,1.01,1,1.2625
0.62,547.09,2.41,1.03,1,0.6386000000000001
1.3,936.78,3.01,2.01,1,2.613
1.88,2690.47,3.52,3.01,1,5.658799999999999
0.92,908.32,2.4,1.0,1,0.92
1.0,720.0,1.47,2.0,1,2.0
0.73,883.3,1.79,1.0,1,0.73
1.77,2072.49,3.5,3.01,1,5.3277
1.68,1309.39,2.71,2.99,1,5.0232
1.48,1784.29,2.39,1.0,1,1.48
1.43,1416.99,2.4,1.01,1,1.4443
0.93,818.4,2.01,1.0,1,0.93
1.08,776.95,2.31,1.99,1,2.1492
1.76,2057.62,2.71,2.99,1,5.2624
1.36,1345.18,2.17,1.0,1,1.36
1.22,877.67,2.12,1.99,1,2.4278
1.84,1909.18,3.49,2.97,1,5.4648
1.13,814.96,3.09,2.02,1,2.2826
0.66,800.78,2.19,1.03,1,0.6798000000000001
1.02,1237.57,2.3,1.03,1,1.0506
1.27,1218.18,1.7,1.99,1,2.5273
1.01,888.8,1.7,1.0,1,1.01
1.15,1518.0,3.39,2.0,1,2.3
1.27,1536.7,1.79,1.0,1,1.27
1.1,725.34,2.21,1.0,1,1.1
1.77,1839.38,3.5,2.99,1,5.2923
1.45,1756.1,2.32,1.01,1,1.4645
1.48,975.91,2.71,1.0,1,1.48
1.29,1704.22,3.7,2.01,1,2.5928999999999998
0.96,1160.54,3.1,1.0,1,0.96
1.42,1249.6,2.4,1.0,1,1.42
0.54,356.72,3.09,1.01,1,0.5454
0.74,651.2,2.3,1.0,1,0.74
1.55,1208.07,2.7,2.99,1,4.6345
1.96,2291.44,3.49,2.99,1,5.8604
1.26,1208.59,2.61,1.99,1,2.5074
1.06,700.24,2.71,1.01,1,1.0706
0.95,626.43,2.08,1.0,1,0.95
1.76,2056.03,3.49,2.98,1,5.2448
2.0,1558.8,3.5,2.99,1,5.98
1.67,1953.9,2.7,3.0,1,5.01
